Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
"8,330","1,726.19",755.95,0.00,0.00,0.00,"5,455.16",0.00,0.00
"8,331","1,700.27",739.16,0.00,0.00,0.00,"5,383.42",0.00,0.00
"8,332","1,699.75",732.37,0.00,0.00,0.00,"5,325.54",0.00,0.00
"8,333","1,732.02",717.56,0.00,0.00,0.00,"5,222.46",0.00,0.00
"8,334","1,779.67",566.24,0.36,9.08,42.75,"4,162.66",168.60,42.75
"8,335","1,805.89",471.37,0.54,31.97,51.44,"3,603.29",601.15,51.44
"8,336","1,700.73",468.87,2.78,104.62,358.97,"3,716.84","2,149.64",358.97
"8,337","1,455.42",367.43,5.37,125.10,726.38,"3,093.74","2,633.67",726.38
"8,338","1,246.97",306.40,7.49,133.09,"1,033.12","2,818.86","2,774.74","1,033.12"
"8,339","1,123.71",321.32,9.02,136.73,"1,240.79","2,865.34","2,886.40","1,240.79"
"8,340","1,138.42",342.36,9.76,138.15,"1,361.54","3,030.55","2,909.09","1,361.54"
"8,341","1,172.31",320.14,9.80,137.90,"1,384.30","3,201.23","2,908.47","1,384.30"
"8,342","1,264.52",323.07,9.20,136.41,"1,301.73","3,326.32","2,887.93","1,301.73"
"8,343","1,440.05",407.96,8.10,88.34,"1,138.93","3,752.24","2,631.76","1,138.93"
"8,344","1,703.60",520.75,6.24,63.62,884.35,"4,111.68","2,319.67",884.35
"8,345","2,023.71",624.64,3.84,55.78,549.74,"4,667.80","1,924.86",549.74
"8,346","2,306.21",670.66,1.27,27.36,205.07,"5,003.34",924.46,205.07
"8,347","2,479.23",682.80,0.62,7.19,96.14,"5,004.58",264.44,96.14
"8,348","2,505.50",746.94,0.00,0.00,0.00,"5,489.07",0.00,0.00
"8,349","2,434.62",732.26,0.00,0.00,0.00,"5,363.41",0.00,0.00
"8,350","2,264.64",696.67,0.00,0.00,0.00,"5,191.73",0.00,0.00
"8,351","2,112.49",661.76,0.00,0.00,0.00,"4,947.47",0.00,0.00
"8,352","1,960.42",604.21,0.00,0.00,0.00,"4,635.19",0.00,0.00
"8,353","1,849.60",537.81,0.00,0.00,0.00,"4,435.35",0.00,0.00
"8,354","1,783.06",501.25,0.00,0.00,0.00,"4,476.80",0.00,0.00
"8,355","1,761.38",544.05,0.00,0.00,0.00,"4,547.50",0.00,0.00
"8,356","1,757.75",605.99,0.00,0.00,0.00,"4,412.11",0.00,0.00
"8,357","1,790.40",622.25,0.00,0.00,0.00,"4,092.79",0.00,0.00
"8,358","1,813.09",523.61,0.33,5.90,39.24,"2,968.98",142.19,39.24
"8,359","1,843.97",415.92,0.72,30.27,68.61,"2,484.05",580.92,68.61
"8,360","1,740.93",346.41,2.62,102.61,346.00,"2,260.53","1,861.87",346.00
"8,361","1,564.56",250.62,4.47,113.22,570.73,"1,741.35","2,237.87",570.73
"8,362","1,381.79",195.55,6.36,117.35,880.89,"1,667.78","2,408.89",880.89
"8,363","1,297.38",194.13,8.08,124.47,"1,165.42","1,820.06","2,556.04","1,165.42"
"8,364","1,327.03",236.33,9.41,133.86,"1,319.38","2,018.38","2,710.00","1,319.38"
"8,365","1,457.37",272.74,8.22,131.67,"1,183.26","2,480.29","2,604.11","1,183.26"
"8,366","1,601.58",345.33,6.32,111.60,"1,103.86","3,136.36","2,430.57","1,103.86"
"8,367","1,762.71",427.95,5.95,111.87,959.44,"3,427.87","2,309.71",959.44
"8,368","1,968.76",515.22,5.06,103.17,761.43,"3,734.00","2,210.11",761.43
"8,369","2,221.37",572.49,3.42,80.15,502.33,"4,186.58","1,910.32",502.33
"8,370","2,466.63",628.36,1.33,42.05,205.49,"4,559.31",928.72,205.49
"8,371","2,630.10",614.53,0.56,9.24,88.99,"4,860.73",236.46,88.99
"8,372","2,651.16",673.45,0.00,0.00,0.00,"5,247.79",0.00,0.00
"8,373","2,577.37",746.58,0.00,0.00,0.00,"5,557.93",0.00,0.00
"8,374","2,404.16",785.13,0.00,0.00,0.00,"5,583.90",0.00,0.00
"8,375","2,210.72",804.71,0.00,0.00,0.00,"5,393.50",0.00,0.00
"8,376","2,072.53",807.72,0.00,0.00,0.00,"5,188.04",0.00,0.00
"8,377","1,953.34",815.78,0.00,0.00,0.00,"5,113.32",0.00,0.00
"8,378","1,867.71",819.41,0.00,0.00,0.00,"5,218.93",0.00,0.00
"8,379","1,822.51",815.84,0.00,0.00,0.00,"5,240.11",0.00,0.00
"8,380","1,815.72",796.29,0.00,0.00,0.00,"5,178.41",0.00,0.00
"8,381","1,827.48",809.43,0.00,0.00,0.00,"5,009.87",0.00,0.00
"8,382","1,854.48",771.38,0.35,6.58,40.54,"4,475.70",137.57,40.54
"8,383","1,848.07",708.29,0.54,27.89,47.07,"4,194.94",538.48,47.07
"8,384","1,724.04",662.41,2.71,85.41,348.45,"4,368.87","1,952.94",348.45
"8,385","1,518.26",573.47,5.27,115.38,717.37,"3,781.10","2,486.84",717.37
"8,386","1,339.83",430.55,7.40,131.46,"1,026.84","2,853.56","2,666.96","1,026.84"
"8,387","1,258.30",312.42,8.94,135.17,"1,241.14","2,426.50","2,810.02","1,241.14"
"8,388","1,256.10",263.02,9.77,136.30,"1,368.44","2,500.36","2,838.41","1,368.44"
"8,389","1,235.91",248.37,9.80,130.76,"1,391.84","2,745.97","2,815.94","1,391.84"
"8,390","1,281.68",268.12,9.06,111.60,"1,297.56","3,155.67","2,800.08","1,297.56"
"8,391","1,458.30",309.88,7.92,116.24,"1,132.62","3,721.76","2,559.99","1,132.62"
"8,392","1,716.23",365.14,6.13,101.38,878.24,"4,236.05","2,530.00",878.24
"8,393","2,059.04",452.23,3.80,89.48,564.74,"4,632.98","2,193.18",564.74
"8,394","2,342.46",579.99,1.30,44.45,210.81,"5,146.33",989.77,210.81
"8,395","2,496.47",612.98,0.65,13.75,100.54,"5,266.28",305.82,100.54
"8,396","2,490.24",645.54,0.00,0.00,0.00,"5,307.45",0.00,0.00
"8,397","2,396.72",644.54,0.00,0.00,0.00,"5,387.72",0.00,0.00
"8,398","2,222.03",666.91,0.00,0.00,0.00,"5,422.21",0.00,0.00
"8,399","2,066.43",720.47,0.00,0.00,0.00,"5,389.76",0.00,0.00
"8,400","1,919.08",779.29,0.00,0.00,0.00,"5,450.32",0.00,0.00
"8,401","1,814.30",812.84,0.00,0.00,0.00,"5,428.76",0.00,0.00
"8,402","1,741.96",822.03,0.00,0.00,0.00,"5,332.40",0.00,0.00
"8,403","1,702.13",812.19,0.00,0.00,0.00,"5,204.63",0.00,0.00
"8,404","1,676.68",795.13,0.00,0.00,0.00,"5,024.76",0.00,0.00
"8,405","1,667.28",775.80,0.00,0.00,0.00,"4,733.96",0.00,0.00
"8,406","1,647.14",689.97,0.35,6.91,40.39,"3,760.81",133.57,40.39
"8,407","1,574.41",601.31,0.48,26.05,42.44,"3,068.87",482.79,42.44
"8,408","1,424.99",570.73,2.69,85.08,343.43,"3,049.36","1,900.66",343.43
"8,409","1,229.56",459.35,5.26,105.84,709.97,"2,297.74","2,393.33",709.97
"8,410","1,056.54",313.96,7.40,115.67,"1,018.02","1,511.25","2,602.22","1,018.02"
"8,411","1,007.39",229.06,8.92,124.62,"1,229.25","1,147.09","2,684.75","1,229.25"
"8,412","1,152.58",193.38,9.48,112.50,"1,352.29","1,126.09","2,652.62","1,352.29"
"8,413","1,238.56",178.74,7.81,126.31,"1,298.12","1,271.37","2,551.97","1,298.12"
"8,414","1,368.59",178.91,7.04,98.94,"1,267.66","1,480.82","2,430.51","1,267.66"
"8,415","1,455.73",191.62,4.97,95.72,932.65,"2,089.66","2,127.90",932.65
"8,416","1,628.89",239.21,4.30,91.35,786.85,"2,608.22","2,135.44",786.85
"8,417","1,939.95",330.89,2.90,87.55,481.59,"2,902.14","1,789.60",481.59
"8,418","2,249.28",436.75,1.30,38.36,216.62,"3,801.87",852.69,216.62
"8,419","2,444.61",472.85,0.54,9.02,99.30,"4,335.30",259.05,99.30
"8,420","2,454.81",533.31,0.00,0.00,0.00,"4,854.73",0.00,0.00
"8,421","2,383.67",565.33,0.00,0.00,0.00,"5,025.44",0.00,0.00
"8,422","2,253.88",567.02,0.00,0.00,0.00,"4,964.55",0.00,0.00
"8,423","2,110.78",556.68,0.00,0.00,0.00,"4,775.52",0.00,0.00
"8,424","1,996.47",568.57,0.00,0.00,0.00,"4,623.87",0.00,0.00
"8,425","1,907.46",627.59,0.00,0.00,0.00,"4,609.13",0.00,0.00
"8,426","1,846.84",701.67,0.00,0.00,0.00,"4,780.25",0.00,0.00
"8,427","1,799.09",745.19,0.00,0.00,0.00,"4,889.43",0.00,0.00
"8,428","1,776.73",754.66,0.00,0.00,0.00,"4,880.04",0.00,0.00
"8,429","1,770.20",764.22,0.00,0.00,0.00,"4,820.51",0.00,0.00
"8,430","1,702.61",705.22,0.32,8.12,37.43,"4,248.58",139.15,37.43
"8,431","1,622.14",675.63,0.51,28.74,51.11,"4,071.33",527.57,51.11
"8,432","1,471.57",701.55,2.62,100.31,338.89,"3,776.11","2,011.85",338.89
"8,433","1,301.06",622.73,5.16,120.40,700.65,"3,001.28","2,550.91",700.65
"8,434","1,158.73",498.57,7.26,130.71,"1,007.50","2,089.43","2,740.24","1,007.50"
"8,435","1,142.03",379.61,8.79,132.74,"1,217.88","1,212.26","2,793.30","1,217.88"
"8,436","1,367.04",253.36,9.44,124.75,"1,324.03",730.79,"2,680.60","1,324.03"
"8,437","1,563.18",144.79,7.33,101.98,"1,233.74",536.95,"2,450.85","1,233.74"
"8,438","1,687.47",86.67,4.53,73.11,941.73,424.09,"2,141.66",941.73
"8,439","1,837.37",63.12,4.28,74.82,916.34,540.29,"2,098.33",916.34
"8,440","1,987.32",55.44,3.77,75.77,821.40,947.96,"1,923.70",821.40
"8,441","2,269.99",103.19,2.86,62.55,510.55,"1,702.35","1,725.05",510.55
"8,442","2,579.92",195.83,1.31,34.83,216.32,"2,594.90",874.08,216.32
"8,443","2,751.78",309.67,0.54,8.91,87.63,"3,742.16",253.30,87.63
"8,444","2,713.52",413.97,0.00,0.00,0.00,"4,281.86",0.00,0.00
"8,445","2,614.22",513.46,0.00,0.00,0.00,"4,600.43",0.00,0.00
"8,446","2,430.55",578.30,0.00,0.00,0.00,"4,321.21",0.00,0.00
"8,447","2,244.61",647.88,0.00,0.00,0.00,"4,167.32",0.00,0.00
"8,448","2,088.35",720.84,0.00,0.00,0.00,"4,227.82",0.00,0.00
"8,449","1,999.62",778.69,0.00,0.00,0.00,"4,416.75",0.00,0.00
"8,450","1,949.59",816.23,0.00,0.00,0.00,"4,759.31",0.00,0.00
"8,451","1,896.06",844.85,0.00,0.00,0.00,"5,034.09",0.00,0.00
"8,452","1,868.04",840.73,0.00,0.00,0.00,"5,045.85",0.00,0.00
"8,453","1,892.65",835.00,0.00,0.00,0.00,"4,937.14",0.00,0.00
"8,454","1,935.51",791.30,0.33,7.92,38.41,"4,549.32",148.63,38.41
"8,455","1,981.63",761.45,0.46,28.12,41.99,"3,816.12",530.62,41.99
"8,456","1,927.33",750.62,2.58,100.75,334.39,"3,697.61","2,049.10",334.39
"8,457","1,824.12",705.85,4.96,122.31,699.40,"3,241.30","2,562.89",699.40
"8,458","1,738.05",624.77,7.25,129.45,"1,003.84","2,701.75","2,751.88","1,003.84"
"8,459","1,740.16",467.54,8.71,131.87,"1,213.03","1,963.21","2,797.54","1,213.03"
"8,460","1,907.84",318.88,8.94,125.05,"1,316.22","1,181.60","2,677.59","1,316.22"
"8,461","2,144.25",230.96,9.28,125.65,"1,300.19",679.69,"2,760.89","1,300.19"
"8,462","2,313.04",153.89,9.06,130.03,"1,284.03",453.08,"2,710.92","1,284.03"
"8,463","2,491.53",141.64,7.67,113.41,"1,107.41",536.35,"2,438.14","1,107.41"
"8,464","2,726.64",153.79,5.98,101.09,866.83,"1,401.32","2,223.60",866.83
"8,465","3,001.51",135.91,3.63,78.67,532.20,"1,126.46","1,650.44",532.20
"8,466","3,150.93",120.06,1.40,36.26,219.78,"1,861.62",690.87,219.78
"8,467","3,202.81",307.82,0.58,11.75,91.63,"3,350.52",186.28,91.63
"8,468","3,117.08",392.63,0.00,0.00,0.00,"4,237.33",0.00,0.00
"8,469","2,970.45",413.55,0.00,0.00,0.00,"4,302.72",0.00,0.00
"8,470","2,708.82",432.70,0.00,0.00,0.00,"4,139.30",0.00,0.00
"8,471","2,460.03",459.40,0.00,0.00,0.00,"4,150.31",0.00,0.00
"8,472","2,257.59",466.08,0.00,0.00,0.00,"4,075.69",0.00,0.00
"8,473","2,115.52",443.63,0.00,0.00,0.00,"3,832.77",0.00,0.00
"8,474","2,024.53",440.44,0.00,0.00,0.00,"3,576.92",0.00,0.00
"8,475","1,961.74",507.04,0.00,0.00,0.00,"3,153.78",0.00,0.00
"8,476","1,921.10",452.61,0.00,0.00,0.00,"2,796.39",0.00,0.00
"8,477","1,911.81",369.26,0.00,0.00,0.00,"2,471.09",0.00,0.00
"8,478","1,931.43",337.24,0.30,4.82,35.00,"2,325.36",110.45,35.00
"8,479","1,982.57",216.28,0.50,24.52,52.61,"1,493.71",501.31,52.61
"8,480","1,975.78",143.59,2.51,74.77,328.80,"1,143.71","1,568.34",328.80
"8,481","1,898.04",100.60,4.99,95.40,664.96,671.20,"2,116.54",664.96
"8,482","1,871.01",58.17,6.75,112.16,877.97,304.76,"2,380.53",877.97
"8,483","1,958.21",51.76,8.19,119.70,"1,158.82",229.76,"2,534.98","1,158.82"
"8,484","2,082.12",50.55,7.84,110.37,"1,236.39",329.80,"2,484.06","1,236.39"
"8,485","2,229.55",43.38,8.85,122.44,"1,318.65",503.39,"2,519.67","1,318.65"
"8,486","2,415.22",35.70,9.05,128.88,"1,277.15",684.12,"2,570.95","1,277.15"
"8,487","2,597.85",44.68,7.64,124.43,"1,083.57","1,011.29","2,268.98","1,083.57"
"8,488","2,884.13",84.19,5.94,118.29,863.21,"1,794.97","2,169.45",863.21
"8,489","3,151.96",213.91,3.74,93.76,565.38,"2,424.07","1,712.25",565.38
"8,490","3,383.59",158.52,1.43,43.67,225.39,"2,711.10",895.04,225.39
"8,491","3,484.11",167.79,0.65,11.63,97.01,"3,605.23",220.78,97.01
"8,492","3,382.61",364.59,0.00,0.00,0.00,"4,105.80",0.00,0.00
"8,493","3,194.47",512.99,0.00,0.00,0.00,"4,093.12",0.00,0.00
"8,494","2,907.10",562.00,0.00,0.00,0.00,"3,831.65",0.00,0.00
"8,495","2,637.49",565.28,0.00,0.00,0.00,"3,565.00",0.00,0.00
"8,496","2,420.09",539.61,0.00,0.00,0.00,"3,395.27",0.00,0.00
"8,497","2,243.50",453.94,0.00,0.00,0.00,"3,249.27",0.00,0.00
"8,498","2,119.76",388.31,0.00,0.00,0.00,"3,153.08",0.00,0.00
"8,499","2,044.60",404.53,0.00,0.00,0.00,"3,085.85",0.00,0.00
"8,500","2,019.76",434.46,0.00,0.00,0.00,"3,114.40",0.00,0.00
"8,501","2,009.96",441.99,0.00,0.00,0.00,"3,279.07",0.00,0.00
"8,502","2,016.67",457.79,0.32,7.32,36.08,"3,434.68",139.37,36.08
"8,503","2,042.87",348.89,0.46,27.01,35.53,"2,638.77",484.19,35.53
"8,504","1,982.01",382.86,2.53,96.86,323.90,"2,221.42","1,922.58",323.90
"8,505","1,851.15",429.91,5.01,119.91,689.51,"2,076.89","2,474.65",689.51
"8,506","1,750.65",464.12,7.14,128.68,989.68,"2,353.98","2,663.17",989.68
"8,507","1,763.45",383.29,8.74,134.09,"1,198.51","2,070.13","2,799.33","1,198.51"
"8,508","1,899.58",297.16,9.54,120.76,"1,327.82","1,820.96","2,669.79","1,327.82"
"8,509","2,029.35",238.16,8.06,113.68,"1,244.67","1,655.51","2,492.11","1,244.67"
"8,510","2,247.35",174.98,8.10,119.16,"1,228.63","1,422.25","2,479.58","1,228.63"
"8,511","2,607.93",139.45,6.14,121.13,941.55,"1,322.95","2,281.56",941.55
"8,512","2,704.35",162.62,4.87,94.97,789.04,"1,458.27","1,947.35",789.04
"8,513","2,945.52",179.47,3.40,98.53,527.93,"1,666.81","1,835.91",527.93
"8,514","3,073.44",196.19,1.25,33.05,224.77,"2,242.90",718.18,224.77
"8,515","3,074.27",208.54,0.47,9.30,91.59,"3,159.21",181.72,91.59
"8,516","3,146.70",351.64,0.00,0.00,0.00,"4,104.53",0.00,0.00
"8,517","3,036.07",443.93,0.00,0.00,0.00,"4,029.57",0.00,0.00
"8,518","2,802.18",487.73,0.00,0.00,0.00,"3,779.67",0.00,0.00
"8,519","2,568.59",487.59,0.00,0.00,0.00,"3,565.20",0.00,0.00
"8,520","2,372.95",438.61,0.00,0.00,0.00,"3,477.38",0.00,0.00
"8,521","2,227.24",392.43,0.00,0.00,0.00,"3,475.97",0.00,0.00
"8,522","2,137.10",357.68,0.00,0.00,0.00,"3,506.97",0.00,0.00
"8,523","2,068.84",340.09,0.00,0.00,0.00,"3,523.71",0.00,0.00
"8,524","2,027.96",339.72,0.00,0.00,0.00,"3,613.87",0.00,0.00
"8,525","2,021.61",342.52,0.00,0.00,0.00,"3,650.94",0.00,0.00
"8,526","2,015.70",384.74,0.30,7.23,33.59,"2,975.49",126.36,33.59
"8,527","2,034.99",274.04,0.42,25.64,38.17,"2,454.35",490.83,38.17
"8,528","1,946.59",202.58,2.49,92.59,320.05,"1,683.09","1,960.72",320.05
"8,529","1,813.44",251.63,4.96,120.13,681.97,"1,466.48","2,490.47",681.97
"8,530","1,689.28",259.23,7.12,127.66,987.11,"1,235.33","2,694.01",987.11
"8,531","1,749.09",222.52,8.65,132.78,"1,203.07",899.10,"2,825.56","1,203.07"
"8,532","1,900.52",171.93,9.28,134.05,"1,303.61",669.47,"2,863.13","1,303.61"
"8,533","2,097.80",138.77,8.92,134.72,"1,245.94",656.88,"2,846.09","1,245.94"
"8,534","2,286.98",128.10,7.94,125.33,"1,208.44",793.36,"2,722.16","1,208.44"
"8,535","2,504.90",153.49,6.71,124.77,"1,116.89","1,046.57","2,622.51","1,116.89"
"8,536","2,764.54",176.32,4.94,122.48,742.19,"1,261.35","2,237.00",742.19
"8,537","3,048.04",269.08,3.04,104.58,489.25,"1,622.31","1,657.50",489.25
"8,538","3,269.88",295.34,1.44,39.67,220.99,"2,029.10",738.33,220.99
"8,539","3,338.66",417.27,0.63,11.93,99.07,"3,350.46",229.49,99.07
"8,540","3,232.68",537.47,0.00,0.00,0.00,"4,143.21",0.00,0.00
"8,541","3,094.51",558.82,0.00,0.00,0.00,"4,489.87",0.00,0.00
"8,542","2,868.29",567.08,0.00,0.00,0.00,"4,502.13",0.00,0.00
"8,543","2,624.50",577.87,0.00,0.00,0.00,"4,024.51",0.00,0.00
"8,544","2,397.93",539.82,0.00,0.00,0.00,"3,471.10",0.00,0.00
"8,545","2,235.01",479.51,0.00,0.00,0.00,"2,946.01",0.00,0.00
"8,546","2,142.88",423.51,0.00,0.00,0.00,"2,650.75",0.00,0.00
"8,547","2,087.88",399.08,0.00,0.00,0.00,"2,720.16",0.00,0.00
"8,548","2,050.26",381.47,0.00,0.00,0.00,"2,650.44",0.00,0.00
"8,549","2,037.42",394.25,0.00,0.00,0.00,"2,594.31",0.00,0.00
"8,550","2,034.59",410.10,0.31,7.93,34.88,"2,520.03",135.94,34.88
"8,551","2,057.24",366.40,0.35,24.62,28.72,"2,077.47",465.07,28.72
"8,552","2,017.60",277.28,2.44,97.42,312.78,"1,451.96","1,988.94",312.78
"8,553","1,961.11",230.71,4.99,120.72,675.83,"1,269.31","2,546.21",675.83
"8,554","1,937.48",194.09,7.13,128.39,985.75,994.59,"2,725.43",985.75
"8,555","2,026.24",135.38,8.60,131.45,"1,209.38",751.64,"2,807.05","1,209.38"
"8,556","2,121.70",105.54,9.44,133.87,"1,351.53",747.93,"2,866.54","1,351.53"
"8,557","2,172.90",93.52,9.62,135.40,"1,397.48",896.57,"2,889.96","1,397.48"
"8,558","2,248.47",90.31,9.18,135.70,"1,346.57","1,115.74","2,894.96","1,346.57"
"8,559","2,400.71",106.35,8.05,133.54,"1,190.60","1,339.03","2,856.03","1,190.60"
"8,560","2,649.86",176.20,6.28,129.15,939.48,"1,574.67","2,767.94",939.48
"8,561","2,995.31",240.02,3.96,115.64,605.71,"2,041.03","2,485.19",605.71
"8,562","3,287.30",289.93,1.47,53.72,238.89,"2,746.04","1,211.60",238.89
"8,563","3,347.32",385.60,0.71,15.87,110.19,"3,415.45",356.13,110.19
"8,564","3,221.99",461.02,0.00,0.00,0.02,"3,687.85",0.00,0.02
"8,565","3,072.50",483.93,0.00,0.00,0.00,"3,521.54",0.00,0.00
"8,566","2,837.65",497.46,0.00,0.00,0.00,"3,145.26",0.00,0.00
"8,567","2,575.88",447.66,0.00,0.00,0.00,"2,804.15",0.00,0.00
"8,568","2,354.42",438.02,0.00,0.00,0.00,"2,764.58",0.00,0.00
"8,569","2,193.40",479.81,0.00,0.00,0.00,"2,527.56",0.00,0.00
"8,570","2,080.98",537.60,0.00,0.00,0.00,"2,311.76",0.00,0.00
"8,571","2,002.22",542.03,0.00,0.00,0.00,"2,150.26",0.00,0.00
"8,572","1,958.84",498.07,0.00,0.00,0.00,"1,956.14",0.00,0.00
"8,573","1,937.26",443.86,0.00,0.00,0.00,"1,876.05",0.00,0.00
"8,574","1,896.64",379.85,0.30,7.45,34.07,"1,693.36",131.19,34.07
"8,575","1,837.40",293.14,0.33,25.13,26.09,"1,058.44",478.71,26.09
"8,576","1,725.86",163.73,2.41,93.37,308.36,438.79,"1,891.32",308.36
"8,577","1,619.67",103.70,4.94,116.76,669.90,244.79,"2,423.21",669.90
"8,578","1,585.44",92.63,7.02,121.34,988.99,118.08,"2,517.88",988.99
"8,579","1,598.93",54.62,8.50,129.39,"1,218.77",268.58,"2,687.49","1,218.77"
"8,580","1,671.24",75.51,9.44,131.47,"1,359.73",567.17,"2,741.79","1,359.73"
"8,581","1,735.55",158.50,9.69,129.72,"1,401.40","1,190.47","2,746.28","1,401.40"
"8,582","1,839.07",284.12,9.24,131.35,"1,350.79","1,979.63","2,803.53","1,350.79"
"8,583","1,979.81",352.11,8.15,125.45,"1,196.64","2,655.04","2,583.41","1,196.64"
"8,584","2,198.55",445.32,6.36,118.62,947.22,"3,080.62","2,390.35",947.22
"8,585","2,481.45",472.70,4.05,101.57,616.26,"3,220.46","2,033.40",616.26
"8,586","2,714.22",509.72,1.51,45.52,245.57,"4,172.94","1,045.97",245.57
"8,587","2,795.35",472.10,0.73,12.09,112.07,"3,987.87",327.66,112.07
"8,588","2,695.22",497.01,0.00,0.00,0.00,"3,916.66",0.00,0.00
"8,589","2,582.33",477.40,0.00,0.00,0.00,"3,648.03",0.00,0.00
"8,590","2,448.86",480.12,0.00,0.00,0.00,"3,278.28",0.00,0.00
"8,591","2,291.11",455.19,0.00,0.00,0.00,"3,071.29",0.00,0.00
"8,592","2,129.00",379.56,0.00,0.00,0.00,"2,645.45",0.00,0.00
"8,593","2,002.95",286.90,0.00,0.00,0.00,"2,146.55",0.00,0.00
"8,594","1,924.47",215.53,0.00,0.00,0.00,"1,739.18",0.00,0.00
"8,595","1,874.06",172.23,0.00,0.00,0.00,"1,407.13",0.00,0.00
"8,596","1,845.83",139.82,0.00,0.00,0.00,"1,162.95",0.00,0.00
"8,597","1,818.40",126.36,0.00,0.00,0.00,"1,005.43",0.00,0.00
"8,598","1,769.89",123.74,0.28,7.00,30.23,752.94,109.35,30.23
"8,599","1,684.50",98.61,0.44,24.54,37.04,507.23,476.41,37.04
"8,600","1,541.01",47.07,2.42,85.42,305.26,371.93,"1,741.45",305.26
"8,601","1,381.22",18.45,4.79,107.15,654.81,300.39,"2,151.78",654.81
"8,602","1,263.15",14.98,6.71,118.87,949.20,370.69,"2,527.38",949.20
"8,603","1,225.52",24.65,8.44,125.28,"1,176.61",550.16,"2,713.33","1,176.61"
"8,604","1,276.06",42.04,9.24,129.43,"1,312.57",815.18,"2,803.74","1,312.57"
"8,605","1,275.96",81.26,9.57,127.89,"1,359.87","1,198.77","2,827.40","1,359.87"
"8,606","1,277.95",145.08,9.11,129.33,"1,315.86","1,660.72","2,783.60","1,315.86"
"8,607","1,358.53",220.17,8.12,130.80,"1,175.47","2,128.30","2,800.77","1,175.47"
"8,608","1,512.21",280.34,6.39,121.20,935.18,"2,458.72","2,715.32",935.18
"8,609","1,800.43",307.80,4.06,115.95,609.31,"2,628.92","2,442.55",609.31
"8,610","2,099.29",353.74,1.55,55.35,249.19,"3,017.66","1,225.53",249.19
"8,611","2,309.40",292.19,0.74,16.07,112.00,"3,525.38",348.15,112.00
"8,612","2,343.67",275.39,0.00,0.00,0.02,"3,742.12",0.00,0.02
"8,613","2,310.81",282.93,0.00,0.00,0.00,"3,384.41",0.00,0.00
"8,614","2,210.39",324.97,0.00,0.00,0.00,"2,879.53",0.00,0.00
"8,615","2,080.53",358.85,0.00,0.00,0.00,"2,325.21",0.00,0.00
"8,616","1,976.40",392.20,0.00,0.00,0.00,"2,082.87",0.00,0.00
"8,617","1,882.18",394.41,0.00,0.00,0.00,"1,868.49",0.00,0.00
"8,618","1,827.69",364.71,0.00,0.00,0.00,"1,680.05",0.00,0.00
"8,619","1,787.64",338.17,0.00,0.00,0.00,"1,452.52",0.00,0.00
"8,620","1,766.12",313.61,0.00,0.00,0.00,"1,214.76",0.00,0.00
"8,621","1,758.79",275.17,0.00,0.00,0.00,"1,000.01",0.00,0.00
"8,622","1,722.28",209.77,0.28,5.72,28.40,575.84,96.69,28.40
"8,623","1,635.62",194.87,0.30,24.37,34.91,458.96,454.28,34.91
"8,624","1,479.69",193.51,2.37,84.85,311.76,346.19,"1,759.57",311.76
"8,625","1,312.00",215.47,4.98,113.87,608.70,369.99,"2,364.35",608.70
"8,626","1,216.99",260.21,7.20,124.19,885.05,575.60,"2,587.52",885.05
"8,627","1,220.26",319.98,8.77,132.06,"1,068.79","1,011.80","2,762.25","1,068.79"
"8,628","1,162.20",359.76,9.66,135.81,"1,236.84","1,551.74","2,839.03","1,236.84"
"8,629","1,142.55",388.24,9.80,137.63,"1,393.09","1,908.72","2,891.37","1,393.09"
"8,630","1,132.82",423.56,9.44,137.58,"1,347.89","2,227.14","2,905.43","1,347.89"
"8,631","1,204.85",473.79,8.28,135.86,"1,163.64","2,520.95","2,848.02","1,163.64"
"8,632","1,349.57",528.83,6.49,131.62,950.25,"2,929.73","2,772.63",950.25
"8,633","1,610.55",587.91,4.14,118.28,611.77,"3,473.81","2,448.84",611.77
"8,634","1,886.25",675.86,1.59,57.06,256.23,"4,302.21","1,269.34",256.23
"8,635","2,112.21",683.15,0.75,16.49,113.34,"4,685.40",346.34,113.34
"8,636","2,197.18",681.14,0.00,0.00,0.02,"4,721.44",0.00,0.02
"8,637","2,192.01",712.06,0.00,0.00,0.00,"4,593.59",0.00,0.00
"8,638","2,097.19",698.53,0.00,0.00,0.00,"4,213.17",0.00,0.00
"8,639","1,985.30",653.69,0.00,0.00,0.00,"3,636.21",0.00,0.00
"8,640","1,882.08",664.53,0.00,0.00,0.00,"3,451.57",0.00,0.00
"8,641","1,786.90",648.95,0.00,0.00,0.00,"3,358.36",0.00,0.00
"8,642","1,746.69",610.98,0.00,0.00,0.00,"3,273.15",0.00,0.00
"8,643","1,729.94",585.60,0.00,0.00,0.00,"3,289.50",0.00,0.00
"8,644","1,711.30",588.54,0.00,0.00,0.00,"3,453.80",0.00,0.00
"8,645","1,707.27",610.90,0.00,0.00,0.00,"3,466.17",0.00,0.00
"8,646","1,660.55",645.66,0.28,6.44,24.81,"3,467.77",108.28,24.81
"8,647","1,571.58",625.82,0.25,24.43,65.96,"3,690.55",422.97,65.96
