Hour,Load,Existing Onshore Wind,Existing Fixed PV,Existing Single Axis PV,Existing Rooftop PV,Proposed Onshore Wind,Proposed Single Axis PV,Proposed Rooftop PV
332,"2,536.50",543.72,0.00,0.00,0.14,"3,543.13",0.00,0.14
333,"2,439.12",561.12,0.00,0.00,0.00,"3,762.27",0.00,0.00
334,"2,285.20",577.75,0.00,0.00,0.00,"3,698.06",0.00,0.00
335,"2,111.06",663.67,0.00,0.00,0.00,"3,578.61",0.00,0.00
336,"1,963.11",672.45,0.00,0.00,0.00,"3,197.04",0.00,0.00
337,"1,849.15",627.11,0.00,0.00,0.00,"2,816.74",0.00,0.00
338,"1,783.91",591.41,0.00,0.00,0.00,"2,417.24",0.00,0.00
339,"1,732.66",537.33,0.00,0.00,0.00,"1,991.74",0.00,0.00
340,"1,714.40",490.01,0.00,0.00,0.00,"1,692.77",0.00,0.00
341,"1,725.19",456.72,0.00,0.00,0.00,"1,469.31",0.00,0.00
342,"1,720.90",404.77,0.10,1.57,7.00,"1,295.55",28.12,7.00
343,"1,676.13",322.15,0.06,11.18,6.48,767.68,185.21,6.48
344,"1,568.77",292.72,1.81,79.74,222.50,612.92,"1,615.46",222.50
345,"1,447.55",259.44,4.39,115.41,586.97,507.14,"2,418.31",586.97
346,"1,272.73",254.42,6.64,125.91,918.21,594.91,"2,654.74",918.21
347,"1,163.24",264.99,8.31,131.81,"1,175.20",811.80,"2,784.31","1,175.20"
348,"1,141.09",290.19,9.36,135.41,"1,353.72","1,219.79","2,884.45","1,353.72"
349,"1,163.55",355.63,9.77,138.02,"1,422.43","2,020.14","2,941.36","1,422.43"
350,"1,198.44",497.81,9.51,138.93,"1,397.05","2,917.33","2,956.46","1,397.05"
351,"1,295.02",657.53,8.57,138.09,"1,262.45","3,604.36","2,944.55","1,262.45"
352,"1,472.05",737.15,6.95,135.86,"1,031.14","4,009.99","2,903.03","1,031.14"
353,"1,731.86",775.39,4.69,125.21,707.90,"4,195.84","2,688.62",707.90
354,"2,039.78",777.91,2.12,71.18,333.87,"4,429.22","1,572.16",333.87
355,"2,268.62",764.56,0.81,18.78,101.23,"4,519.58",401.57,101.23
356,"2,318.99",770.95,0.00,0.00,0.00,"4,802.41",0.00,0.00
357,"2,288.69",792.17,0.00,0.00,0.00,"4,929.72",0.00,0.00
358,"2,158.71",810.72,0.00,0.00,0.00,"4,736.33",0.00,0.00
359,"2,066.06",813.55,0.00,0.00,0.00,"4,473.85",0.00,0.00
360,"1,962.84",802.32,0.00,0.00,0.00,"4,025.90",0.00,0.00
361,"1,865.02",800.11,0.00,0.00,0.00,"3,759.69",0.00,0.00
362,"1,824.41",797.18,0.00,0.00,0.00,"3,564.36",0.00,0.00
363,"1,806.76",789.32,0.00,0.00,0.00,"3,384.59",0.00,0.00
364,"1,785.17",775.94,0.00,0.00,0.00,"3,262.67",0.00,0.00
365,"1,767.11",758.40,0.00,0.00,0.00,"3,128.93",0.00,0.00
366,"1,752.61",685.10,0.09,1.41,5.11,"2,857.97",21.39,5.11
367,"1,696.24",609.17,0.06,10.91,10.41,"2,504.16",250.39,10.41
368,"1,553.26",592.30,1.79,78.49,221.42,"2,463.20","1,559.56",221.42
369,"1,377.76",540.71,4.41,115.15,583.66,"2,112.86","2,361.76",583.66
370,"1,203.08",456.60,6.71,126.40,930.86,"1,815.50","2,658.27",930.86
371,"1,129.44",372.04,8.53,133.21,"1,194.90","1,763.70","2,809.46","1,194.90"
372,"1,138.12",320.33,9.57,136.45,"1,363.65","1,942.15","2,881.99","1,363.65"
373,"1,192.51",352.58,9.80,139.06,"1,431.34","2,445.64","2,939.19","1,431.34"
374,"1,291.37",447.36,9.64,139.46,"1,401.10","2,998.98","2,933.27","1,401.10"
375,"1,429.83",554.79,8.68,137.66,"1,274.91","3,502.26","2,932.84","1,274.91"
376,"1,622.27",674.86,7.04,135.81,"1,049.28","4,111.04","2,858.30","1,049.28"
377,"1,941.12",782.73,4.75,124.66,721.09,"4,520.01","2,670.87",721.09
378,"2,273.50",840.79,2.15,65.39,340.96,"4,969.68","1,533.38",340.96
379,"2,497.11",791.08,0.81,17.84,102.73,"5,319.51",371.48,102.73
380,"2,532.12",787.17,0.00,0.00,0.00,"5,430.13",0.00,0.00
381,"2,456.92",847.88,0.00,0.00,0.00,"5,401.09",0.00,0.00
382,"2,314.73",856.76,0.00,0.00,0.00,"5,178.13",0.00,0.00
383,"2,152.71",798.90,0.00,0.00,0.00,"4,855.98",0.00,0.00
384,"2,002.21",720.81,0.00,0.00,0.00,"4,688.12",0.00,0.00
385,"1,916.55",650.43,0.00,0.00,0.00,"4,592.46",0.00,0.00
386,"1,847.53",617.30,0.00,0.00,0.00,"4,337.06",0.00,0.00
387,"1,811.24",614.99,0.00,0.00,0.00,"4,025.57",0.00,0.00
388,"1,795.18",603.37,0.00,0.00,0.00,"3,845.43",0.00,0.00
389,"1,819.99",602.18,0.00,0.00,0.00,"3,839.30",0.00,0.00
390,"1,888.60",498.59,0.08,1.15,4.98,"3,068.54",19.15,4.98
391,"1,947.48",402.37,0.05,10.76,5.11,"2,648.21",218.28,5.11
392,"1,902.94",303.79,1.79,77.42,219.24,"2,157.69","1,553.27",219.24
393,"1,721.87",209.24,4.38,113.31,588.88,"1,570.94","2,381.60",588.88
394,"1,555.88",139.94,6.70,125.56,928.17,"1,199.66","2,651.09",928.17
395,"1,479.04",92.55,8.46,131.64,"1,181.39",993.12,"2,796.80","1,181.39"
396,"1,564.48",65.26,9.45,135.06,"1,330.57",905.98,"2,853.30","1,330.57"
397,"1,675.49",63.46,9.80,133.98,"1,386.83","1,068.66","2,680.50","1,386.83"
398,"1,792.12",73.35,9.56,113.29,"1,361.12","1,437.22","2,521.69","1,361.12"
399,"1,911.87",111.74,8.58,112.21,"1,229.48","2,149.88","2,543.96","1,229.48"
400,"2,165.15",224.41,6.76,91.19,"1,013.28","2,778.80","2,265.35","1,013.28"
401,"2,500.41",350.69,4.43,95.37,696.43,"3,401.05","2,136.64",696.43
402,"2,778.71",427.72,2.08,56.23,328.80,"3,887.06","1,207.80",328.80
403,"2,908.31",490.19,0.77,12.96,97.91,"4,602.62",305.86,97.91
404,"2,843.44",626.17,0.00,0.00,0.00,"5,129.74",0.00,0.00
405,"2,707.47",717.15,0.00,0.00,0.00,"5,321.65",0.00,0.00
406,"2,492.99",758.85,0.00,0.00,0.00,"5,365.87",0.00,0.00
407,"2,288.02",748.24,0.00,0.00,0.00,"5,139.92",0.00,0.00
408,"2,140.35",708.62,0.00,0.00,0.00,"4,908.14",0.00,0.00
409,"2,036.95",714.63,0.00,0.00,0.00,"4,967.59",0.00,0.00
410,"1,956.78",760.00,0.00,0.00,0.00,"5,315.13",0.00,0.00
411,"1,899.86",827.58,0.00,0.00,0.00,"5,548.00",0.00,0.00
412,"1,886.96",861.46,0.00,0.00,0.00,"5,464.22",0.00,0.00
413,"1,907.61",851.47,0.00,0.00,0.00,"5,374.03",0.00,0.00
414,"1,951.13",878.84,0.07,0.98,3.00,"5,469.19",18.23,3.00
415,"2,043.52",843.14,0.07,16.25,4.50,"4,840.56",223.97,4.50
416,"2,123.86",818.57,1.75,75.77,215.37,"4,515.80","1,544.43",215.37
417,"2,176.26",794.75,4.27,112.50,577.43,"4,195.04","2,360.99",577.43
418,"2,229.27",663.17,6.53,123.96,907.79,"3,310.48","2,616.80",907.79
419,"2,335.07",487.41,8.27,131.15,"1,159.43","2,166.89","2,772.76","1,159.43"
420,"2,507.97",355.43,9.09,133.96,"1,255.93","1,199.38","2,806.53","1,255.93"
421,"2,778.63",303.26,9.04,136.30,"1,325.43",714.33,"2,789.06","1,325.43"
422,"2,965.70",286.42,8.40,137.39,"1,153.20",576.30,"2,706.10","1,153.20"
423,"3,143.82",280.86,8.04,133.31,"1,113.94",649.37,"2,624.87","1,113.94"
424,"3,355.84",272.11,6.54,123.80,911.65,733.51,"2,191.27",911.65
425,"3,615.02",295.54,4.40,112.12,623.06,779.22,"1,974.16",623.06
426,"3,856.79",332.66,2.10,65.20,304.57,"1,244.91","1,116.65",304.57
427,"3,966.28",405.73,0.71,15.56,86.73,"2,181.83",285.13,86.73
428,"3,891.47",524.31,0.00,0.00,0.00,"2,887.83",0.00,0.00
429,"3,756.15",648.22,0.00,0.00,0.00,"3,476.13",0.00,0.00
430,"3,457.58",695.88,0.00,0.00,0.00,"3,930.98",0.00,0.00
431,"3,074.02",656.92,0.00,0.00,0.00,"4,062.75",0.00,0.00
432,"2,775.89",625.52,0.00,0.00,0.00,"4,417.77",0.00,0.00
433,"2,591.98",723.25,0.00,0.00,0.00,"5,023.40",0.00,0.00
434,"2,475.90",828.72,0.00,0.00,0.00,"5,361.42",0.00,0.00
435,"2,377.07",870.70,0.00,0.00,0.00,"5,561.29",0.00,0.00
436,"2,313.46",867.64,0.00,0.00,0.00,"5,608.51",0.00,0.00
437,"2,300.60",847.04,0.00,0.00,0.00,"5,580.31",0.00,0.00
438,"2,332.58",808.65,0.05,0.88,2.43,"5,097.68",17.09,2.43
439,"2,439.85",783.20,0.04,15.35,4.06,"4,657.20",203.07,4.06
440,"2,587.44",728.30,1.70,76.94,209.57,"4,184.23","1,560.95",209.57
441,"2,672.43",647.18,4.24,114.65,573.17,"3,439.33","2,399.98",573.17
442,"2,724.66",540.98,6.55,126.84,907.89,"2,649.87","2,662.19",907.89
443,"2,787.09",445.92,8.32,133.19,"1,161.00","2,010.29","2,797.81","1,161.00"
444,"2,894.96",372.95,9.35,137.02,"1,317.86","1,443.59","2,894.29","1,317.86"
445,"2,983.71",292.66,9.75,139.88,"1,375.32",980.42,"2,945.15","1,375.32"
446,"3,138.05",233.03,9.50,140.49,"1,339.30",744.74,"2,971.60","1,339.30"
447,"3,314.33",203.83,8.61,140.29,"1,221.46",732.88,"2,963.81","1,221.46"
448,"3,547.26",196.34,7.01,138.51,"1,006.60",825.14,"2,919.21","1,006.60"
449,"3,757.46",228.11,4.78,127.26,695.92,"1,058.49","2,688.33",695.92
450,"3,953.51",295.83,2.19,73.84,336.15,"1,653.44","1,579.30",336.15
451,"4,017.72",401.92,0.79,19.13,97.83,"2,503.59",409.17,97.83
452,"3,919.33",515.91,0.00,0.00,0.00,"3,744.17",0.00,0.00
453,"3,774.70",621.55,0.00,0.00,0.00,"4,073.81",0.00,0.00
454,"3,470.85",674.31,0.00,0.00,0.00,"4,094.56",0.00,0.00
455,"3,116.58",635.71,0.00,0.00,0.00,"3,878.27",0.00,0.00
456,"2,806.08",559.31,0.00,0.00,0.00,"3,338.80",0.00,0.00
457,"2,571.09",473.58,0.00,0.00,0.00,"2,682.33",0.00,0.00
458,"2,431.84",390.29,0.00,0.00,0.00,"2,544.02",0.00,0.00
459,"2,330.71",403.14,0.00,0.00,0.00,"3,208.44",0.00,0.00
460,"2,260.43",459.13,0.00,0.00,0.00,"3,978.94",0.00,0.00
461,"2,235.43",503.89,0.00,0.00,0.00,"4,134.13",0.00,0.00
462,"2,259.73",551.53,0.05,0.89,1.27,"3,942.69",16.81,1.27
463,"2,342.32",480.11,0.00,14.82,4.25,"2,826.55",193.29,4.25
464,"2,464.34",356.76,1.65,78.65,203.26,"1,409.92","1,585.05",203.26
465,"2,562.01",273.87,4.25,116.09,565.65,784.83,"2,414.73",565.65
466,"2,618.28",238.69,6.57,127.42,893.16,444.33,"2,669.73",893.16
467,"2,685.41",218.17,8.26,132.76,"1,134.02",392.24,"2,794.43","1,134.02"
468,"2,820.16",174.55,9.35,136.06,"1,296.84",440.26,"2,877.46","1,296.84"
469,"2,931.34",158.77,9.77,139.82,"1,375.49",542.05,"2,951.97","1,375.49"
470,"3,074.37",158.92,9.53,140.91,"1,354.17",704.42,"2,969.21","1,354.17"
471,"3,226.57",167.26,8.63,140.96,"1,225.61","1,057.20","2,968.23","1,225.61"
472,"3,415.39",198.95,6.76,139.10,953.54,"1,622.67","2,915.95",953.54
473,"3,605.38",259.35,3.96,128.67,531.63,"2,269.56","2,677.48",531.63
474,"3,796.14",292.94,2.02,75.00,290.72,"2,492.84","1,598.91",290.72
475,"3,896.10",347.10,0.75,19.42,89.48,"3,241.57",407.32,89.48
476,"3,801.18",432.75,0.00,0.00,0.00,"4,075.39",0.00,0.00
477,"3,670.55",492.14,0.00,0.00,0.00,"4,444.97",0.00,0.00
478,"3,371.44",540.89,0.00,0.00,0.00,"4,274.99",0.00,0.00
479,"3,042.17",575.34,0.00,0.00,0.00,"3,868.83",0.00,0.00
480,"2,744.93",578.16,0.00,0.00,0.00,"3,433.48",0.00,0.00
481,"2,542.08",589.16,0.00,0.00,0.00,"3,440.63",0.00,0.00
482,"2,419.85",633.20,0.00,0.00,0.00,"3,715.80",0.00,0.00
483,"2,342.00",681.06,0.00,0.00,0.00,"3,984.93",0.00,0.00
484,"2,285.00",714.24,0.00,0.00,0.00,"4,115.13",0.00,0.00
485,"2,270.49",729.50,0.00,0.00,0.00,"4,112.70",0.00,0.00
486,"2,301.96",715.88,0.04,0.78,0.85,"3,853.04",14.56,0.85
487,"2,380.32",626.88,0.00,14.36,4.18,"3,180.81",185.40,4.18
488,"2,467.89",421.45,1.58,78.70,202.64,"1,918.50","1,599.82",202.64
489,"2,548.85",324.90,4.23,116.39,568.89,"1,374.66","2,431.22",568.89
490,"2,604.55",277.01,6.57,127.59,906.22,"1,083.15","2,684.70",906.22
491,"2,709.61",241.89,8.29,133.33,"1,154.71",609.95,"2,810.38","1,154.71"
492,"2,802.44",226.54,9.40,136.79,"1,312.67",541.17,"2,905.63","1,312.67"
493,"2,945.01",224.33,9.80,140.73,"1,378.58",617.13,"2,975.90","1,378.58"
494,"3,163.49",228.33,9.55,140.96,"1,357.63",757.67,"2,992.23","1,357.63"
495,"3,344.80",233.42,8.63,140.82,"1,232.34","1,012.36","2,966.40","1,232.34"
496,"3,533.66",246.23,7.03,138.72,"1,007.27","1,375.58","2,895.80","1,007.27"
497,"3,765.10",268.82,4.79,128.00,710.20,"1,882.07","2,686.38",710.20
498,"3,932.82",312.08,2.22,74.75,342.34,"2,215.47","1,617.81",342.34
499,"3,985.63",373.73,0.77,18.87,111.98,"3,339.05",405.86,111.98
500,"3,861.89",446.93,0.00,0.00,0.00,"4,262.21",0.00,0.00
501,"3,712.59",497.25,0.00,0.00,0.00,"4,674.77",0.00,0.00
502,"3,435.58",534.18,0.00,0.00,0.00,"4,478.67",0.00,0.00
503,"3,109.62",563.88,0.00,0.00,0.00,"4,041.20",0.00,0.00
504,"2,849.58",588.56,0.00,0.00,0.00,"3,544.07",0.00,0.00
505,"2,636.26",604.97,0.00,0.00,0.00,"3,244.44",0.00,0.00
506,"2,484.90",635.24,0.00,0.00,0.00,"3,407.67",0.00,0.00
507,"2,391.87",688.40,0.00,0.00,0.00,"3,712.39",0.00,0.00
508,"2,322.53",731.61,0.00,0.00,0.00,"3,798.54",0.00,0.00
509,"2,273.03",739.80,0.00,0.00,0.00,"3,817.67",0.00,0.00
510,"2,235.87",713.49,0.03,0.51,0.66,"3,491.97",12.19,0.66
511,"2,214.41",642.61,0.00,14.28,3.80,"2,947.18",180.22,3.80
512,"2,186.36",463.73,1.63,77.73,200.19,"1,823.22","1,581.58",200.19
513,"2,241.95",349.38,4.22,115.60,566.30,"1,158.45","2,418.64",566.30
514,"2,348.10",321.37,6.55,126.80,903.68,844.22,"2,677.00",903.68
515,"2,472.82",295.80,8.30,133.04,"1,152.49",620.04,"2,810.81","1,152.49"
516,"2,637.04",256.30,9.44,137.40,"1,317.13",472.33,"2,906.01","1,317.13"
517,"2,723.27",210.03,9.80,140.16,"1,391.47",487.17,"2,975.56","1,391.47"
518,"2,830.69",177.46,9.63,140.96,"1,368.88",604.38,"2,991.36","1,368.88"
519,"3,011.46",164.82,8.65,140.52,"1,250.68",896.03,"2,979.54","1,250.68"
520,"3,170.03",193.28,7.06,138.43,"1,015.33","1,436.03","2,907.10","1,015.33"
521,"3,445.75",287.34,4.82,128.27,706.93,"2,122.60","2,710.43",706.93
522,"3,697.61",337.21,2.17,75.25,330.62,"2,458.89","1,635.59",330.62
523,"3,803.40",382.46,0.76,19.02,110.98,"3,290.06",402.26,110.98
524,"3,684.28",441.96,0.00,0.00,0.00,"3,984.51",0.00,0.00
525,"3,516.21",528.44,0.00,0.00,0.00,"4,270.19",0.00,0.00
526,"3,265.22",603.67,0.00,0.00,0.00,"4,314.62",0.00,0.00
527,"3,007.71",604.17,0.00,0.00,0.00,"4,099.05",0.00,0.00
528,"2,762.83",593.45,0.00,0.00,0.00,"3,818.15",0.00,0.00
529,"2,552.94",600.47,0.00,0.00,0.00,"3,514.07",0.00,0.00
530,"2,412.56",580.11,0.00,0.00,0.00,"3,216.81",0.00,0.00
531,"2,316.90",535.85,0.00,0.00,0.00,"2,960.76",0.00,0.00
532,"2,248.42",507.07,0.00,0.00,0.00,"2,829.63",0.00,0.00
533,"2,211.26",496.08,0.00,0.00,0.00,"2,851.36",0.00,0.00
534,"2,167.64",485.02,0.03,0.43,0.44,"2,852.93",9.90,0.44
535,"2,117.64",422.22,0.00,14.04,3.85,"2,354.04",174.37,3.85
536,"2,024.95",269.73,1.55,76.12,199.24,"1,318.90","1,553.41",199.24
537,"2,054.01",185.49,4.19,114.12,563.14,853.59,"2,399.65",563.14
538,"2,184.92",127.44,6.53,125.42,900.71,503.86,"2,657.04",900.71
539,"2,362.36",95.29,8.26,130.79,"1,151.32",243.29,"2,789.56","1,151.32"
540,"2,529.05",94.75,9.33,134.42,"1,319.33",293.92,"2,869.10","1,319.33"
541,"2,642.74",93.60,9.70,136.81,"1,401.40",430.44,"2,930.90","1,401.40"
542,"2,703.51",114.59,9.39,137.49,"1,391.57",954.27,"2,949.98","1,391.57"
543,"2,837.85",231.85,8.41,136.56,"1,271.57","2,025.30","2,940.54","1,271.57"
544,"3,006.95",439.31,6.86,135.47,"1,045.27","3,590.49","2,848.23","1,045.27"
545,"3,243.20",559.39,4.26,127.32,732.39,"4,167.41","2,641.79",732.39
546,"3,458.96",562.96,2.02,75.60,356.92,"4,732.25","1,563.57",356.92
547,"3,475.92",521.71,0.69,18.29,112.61,"5,142.36",366.38,112.61
548,"3,242.94",558.77,0.00,0.00,0.00,"5,123.05",0.00,0.00
549,"3,058.05",569.37,0.00,0.00,0.00,"5,025.08",0.00,0.00
550,"2,852.76",631.93,0.00,0.00,0.00,"5,130.41",0.00,0.00
551,"2,581.63",748.81,0.00,0.00,0.00,"5,130.66",0.00,0.00
552,"2,365.23",811.14,0.00,0.00,0.00,"5,060.65",0.00,0.00
553,"2,231.57",865.10,0.00,0.00,0.00,"4,970.41",0.00,0.00
554,"2,134.14",834.11,0.00,0.00,0.00,"4,827.14",0.00,0.00
555,"2,094.37",780.15,0.00,0.00,0.00,"4,713.39",0.00,0.00
556,"2,061.55",726.55,0.00,0.00,0.00,"4,711.03",0.00,0.00
557,"2,060.40",696.00,0.00,0.00,0.00,"4,702.57",0.00,0.00
558,"2,132.41",658.00,0.03,0.30,0.22,"4,682.70",7.56,0.22
559,"2,221.02",608.53,0.03,16.29,4.96,"4,491.05",274.52,4.96
560,"2,232.57",620.24,1.68,75.38,212.32,"4,550.89","1,411.10",212.32
561,"2,108.11",598.46,4.30,112.22,560.28,"4,434.20","2,172.26",560.28
562,"1,956.51",610.10,6.79,127.17,917.24,"4,412.24","2,518.76",917.24
563,"1,878.82",594.49,8.62,135.11,"1,175.00","4,458.07","2,734.56","1,175.00"
564,"1,910.20",528.09,9.79,139.59,"1,346.28","4,492.13","2,880.43","1,346.28"
565,"1,957.37",494.24,9.80,140.88,"1,447.03","4,772.36","2,940.81","1,447.03"
566,"2,087.82",520.51,9.80,140.96,"1,419.71","5,158.92","2,936.70","1,419.71"
567,"2,262.40",597.98,9.07,140.96,"1,293.25","5,456.02","2,871.36","1,293.25"
568,"2,483.79",704.00,7.38,140.96,"1,066.13","5,711.45","2,839.97","1,066.13"
569,"2,767.42",785.40,5.04,132.50,742.13,"5,815.00","2,697.97",742.13
570,"3,018.64",836.76,2.35,77.39,360.51,"5,822.65","1,668.94",360.51
571,"3,102.50",825.28,0.78,18.81,114.19,"5,758.92",400.40,114.19
572,"2,986.06",892.13,0.00,0.00,0.00,"5,853.58",0.00,0.00
573,"2,793.63",906.81,0.00,0.00,0.00,"5,709.61",0.00,0.00
574,"2,566.89",896.07,0.00,0.00,0.00,"5,575.46",0.00,0.00
575,"2,359.39",895.59,0.00,0.00,0.00,"5,540.17",0.00,0.00
576,"2,174.93",877.63,0.00,0.00,0.00,"5,355.02",0.00,0.00
577,"2,059.32",855.23,0.00,0.00,0.00,"5,259.58",0.00,0.00
578,"2,004.68",831.08,0.00,0.00,0.00,"4,965.61",0.00,0.00
579,"1,958.17",798.44,0.00,0.00,0.00,"4,702.57",0.00,0.00
580,"1,929.12",777.31,0.00,0.00,0.00,"4,675.69",0.00,0.00
581,"1,928.80",747.10,0.00,0.00,0.00,"4,554.06",0.00,0.00
582,"1,984.43",632.43,0.00,0.16,0.16,"3,571.92",4.18,0.16
583,"2,052.76",706.33,0.46,15.50,21.28,"3,928.88",319.94,21.28
584,"2,057.87",704.13,1.56,63.66,223.92,"4,215.78","1,208.47",223.92
585,"2,021.32",657.90,2.41,76.44,441.11,"4,179.21","1,869.70",441.11
586,"1,924.66",605.73,3.62,113.73,521.98,"3,899.63","2,180.18",521.98
587,"1,890.32",502.39,5.29,120.57,677.50,"3,621.72","2,440.05",677.50
588,"1,924.83",387.65,6.36,129.50,878.25,"3,292.04","2,538.74",878.25
589,"1,895.35",312.48,6.88,132.35,"1,057.71","3,104.32","2,589.16","1,057.71"
590,"1,905.21",277.37,6.78,130.05,"1,117.00","3,022.15","2,598.04","1,117.00"
591,"2,061.84",304.86,6.69,115.44,"1,057.14","3,327.29","2,568.58","1,057.14"
592,"2,204.42",379.83,5.10,103.90,849.81,"3,709.17","2,469.28",849.81
593,"2,369.07",477.33,3.90,103.13,655.77,"3,983.06","2,362.20",655.77
594,"2,607.56",539.78,2.16,71.00,353.89,"4,039.15","1,497.92",353.89
595,"2,791.44",545.38,0.76,17.47,112.52,"4,107.98",378.98,112.52
596,"2,812.40",573.78,0.00,0.00,0.00,"4,299.08",0.00,0.00
597,"2,720.89",614.68,0.00,0.00,0.00,"4,344.85",0.00,0.00
598,"2,555.65",666.83,0.00,0.00,0.00,"4,185.37",0.00,0.00
599,"2,360.96",691.43,0.00,0.00,0.00,"3,807.31",0.00,0.00
600,"2,206.61",673.60,0.00,0.00,0.00,"3,558.73",0.00,0.00
601,"2,088.25",673.10,0.00,0.00,0.00,"3,525.31",0.00,0.00
602,"2,004.35",694.11,0.00,0.00,0.00,"3,494.53",0.00,0.00
603,"1,954.86",684.28,0.00,0.00,0.00,"3,351.36",0.00,0.00
604,"1,918.05",661.21,0.00,0.00,0.00,"3,214.46",0.00,0.00
605,"1,907.25",620.30,0.00,0.00,0.00,"2,958.73",0.00,0.00
606,"1,894.58",485.18,0.02,0.23,0.19,"2,047.62",6.38,0.19
607,"1,855.82",440.93,0.00,12.52,5.83,"1,903.47",305.89,5.83
608,"1,720.03",422.09,1.58,76.15,200.65,"1,885.36","1,493.48",200.65
609,"1,524.53",340.12,4.26,113.88,560.28,"1,513.67","2,309.66",560.28
610,"1,365.44",265.79,6.72,123.24,904.49,"1,142.53","2,539.61",904.49
611,"1,287.82",167.36,8.51,131.14,"1,168.34",823.06,"2,722.97","1,168.34"
612,"1,290.87",89.99,9.65,135.68,"1,330.56",635.63,"2,870.73","1,330.56"
613,"1,335.39",56.23,9.80,140.44,"1,395.28",641.56,"2,911.63","1,395.28"
614,"1,374.67",58.41,9.77,140.96,"1,379.06","1,188.44","2,960.77","1,379.06"
615,"1,498.46",121.04,8.82,140.96,"1,241.47","1,846.96","2,892.56","1,241.47"
616,"1,716.67",270.19,7.19,139.03,"1,043.08","2,590.26","2,900.14","1,043.08"
617,"2,028.03",354.57,4.58,129.51,686.72,"3,188.54","2,631.19",686.72
618,"2,336.36",354.28,2.23,76.47,357.92,"3,270.41","1,591.92",357.92
619,"2,526.59",439.54,0.72,17.85,111.54,"3,919.52",378.57,111.54
620,"2,543.04",575.37,0.00,0.00,0.00,"4,426.60",0.00,0.00
621,"2,478.59",665.48,0.00,0.00,0.00,"4,579.44",0.00,0.00
622,"2,385.04",732.53,0.00,0.00,0.00,"4,387.62",0.00,0.00
623,"2,243.49",720.67,0.00,0.00,0.00,"4,076.20",0.00,0.00
624,"2,112.22",645.93,0.00,0.00,0.00,"3,641.87",0.00,0.00
625,"2,015.67",568.65,0.00,0.00,0.00,"3,314.92",0.00,0.00
626,"1,949.52",501.31,0.00,0.00,0.00,"3,182.77",0.00,0.00
627,"1,919.80",466.54,0.00,0.00,0.00,"3,104.68",0.00,0.00
628,"1,907.80",470.92,0.00,0.00,0.00,"3,042.16",0.00,0.00
629,"1,930.76",489.04,0.00,0.00,0.00,"2,880.90",0.00,0.00
630,"1,995.06",429.10,0.00,0.01,0.16,"2,157.28",3.52,0.16
631,"2,062.33",382.13,0.13,16.21,50.72,"1,884.97",306.97,50.72
632,"2,068.31",346.36,1.73,66.19,199.63,"1,651.87","1,206.20",199.63
633,"1,938.79",276.62,4.20,112.03,545.52,"1,437.17","2,094.07",545.52
634,"1,763.36",238.08,6.64,128.00,889.40,"1,283.08","2,472.57",889.40
635,"1,644.00",204.80,8.48,133.96,"1,155.23","1,277.88","2,714.92","1,155.23"
636,"1,658.52",214.03,9.65,138.39,"1,344.16","1,552.65","2,896.25","1,344.16"
637,"1,718.57",254.14,9.80,140.52,"1,425.09","2,059.59","2,955.47","1,425.09"
638,"1,840.59",317.16,9.80,140.96,"1,403.42","2,611.57","2,973.60","1,403.42"
639,"1,993.02",414.83,8.88,140.62,"1,288.06","3,118.41","2,982.66","1,288.06"
640,"2,179.99",523.10,7.30,138.44,"1,066.71","3,567.43","2,939.39","1,066.71"
641,"2,435.20",604.37,5.02,128.12,746.99,"4,030.60","2,715.15",746.99
642,"2,684.11",635.84,2.35,75.41,364.80,"4,451.45","1,648.26",364.80
643,"2,860.91",648.61,0.74,17.62,113.13,"4,749.37",388.71,113.13
644,"2,870.12",775.48,0.00,0.00,0.00,"5,182.68",0.00,0.00
645,"2,756.16",812.71,0.00,0.00,0.00,"5,057.29",0.00,0.00
646,"2,534.42",739.19,0.00,0.00,0.00,"4,776.82",0.00,0.00
647,"2,327.61",665.72,0.00,0.00,0.00,"4,636.93",0.00,0.00
648,"2,173.76",629.34,0.00,0.00,0.00,"4,605.65",0.00,0.00
649,"2,056.85",626.10,0.00,0.00,0.00,"4,486.44",0.00,0.00
650,"1,970.60",626.04,0.00,0.00,0.00,"4,410.59",0.00,0.00
651,"1,924.16",633.40,0.00,0.00,0.00,"4,334.38",0.00,0.00
652,"1,903.13",625.08,0.00,0.00,0.00,"4,280.85",0.00,0.00
653,"1,914.25",616.69,0.00,0.00,0.00,"4,229.26",0.00,0.00
654,"1,975.77",562.19,0.00,0.14,0.21,"3,849.57",4.17,0.21
655,"2,044.03",539.16,0.00,12.12,115.51,"3,454.43",326.08,115.51
656,"2,016.83",542.87,1.54,72.66,206.71,"3,331.97","1,458.63",206.71
657,"1,876.29",496.42,4.21,112.83,565.46,"2,935.19","2,378.52",565.46
658,"1,717.45",413.43,6.65,125.74,923.74,"2,411.50","2,639.78",923.74
659,"1,629.93",314.28,8.46,133.60,"1,191.40","1,722.86","2,793.81","1,191.40"
660,"1,672.32",224.59,9.60,137.08,"1,357.91","1,244.12","2,893.47","1,357.91"
661,"1,819.84",166.30,9.80,138.05,"1,431.36","1,132.47","2,846.91","1,431.36"
662,"2,025.58",135.57,9.59,135.98,"1,400.68","1,297.43","2,784.92","1,400.68"
